,State,Website,Email,Phone Number,Serving
268,MD,N/A,namisouthmd@gmail.com,(301) 392-7109,"St. Mary's County, Charles County, and Calvert County"
269,MA,http://www.namibc.org,namibc@namibc.org,(413) 443-1666,Berkshire County
270,MA,http://www.namibristolcounty.org,namibristolcounty@comcast.net,N/A,N/A
271,MA,http://www.nami-cambridgemiddlesex.org,email@nami-cambridgemiddlesex.org,(617) 984-0527,"Allston, Arlington, Belmont, Brighton, Brookline, Cambridge, Charlestown, Somerville, Greater Boston"
272,MA,http://www.namicapeann.org,namicapeann@verizon.net,(978) 281-1557,"Cape Ann area, MA"
273,MA,http://www.namiCapeCod.org,info@namicapecod.org,(508) 778-4277,Cape Cod and The Islands
274,MA,N/A,namiworc@hotmail.com,(508) 368-3562,N/A
275,MA,http://www.namicentralmiddlesex.org,nami.cmsx@gmail.com,(781) 982-3318,Central & Eastern Middlesex Counties
276,MA,http://www.namiboston.org,info@namiboston.org,(781) 819-3282,Metro Boston
277,MA,N/A,namigreaterlowell@gmail.com,(617) 580-8541,Andover/Billerica/Chelmsford/Dracut/Dunstable/Lawrence/Lowell/Methuen/N. Andover/Tewksbury/Tyngsboro
278,MA,http://www.namigreaternorthshore.org/,N/A,(617) 984-0504,N/A
279,MA,http://www.namimetrowest.org,namimetrowest@namimetrowest.org,(508) 251-9595,MetroWest
280,MA,http://www.naminw.org,info@naminw.org,(781) 269-9807,"Dover, Needham, Newton, Brookline, Waltham, Watertown, Wellesley, Weston"
281,MA,http://www.NAMINorthCentralMA.org,c_e_s13@yahoo.com,(978) 870-8887,North Central Massachusetts
282,MA,http://www.NamiNortheastEssex.org,nnea333@gmail.com,(978) 308-2113,Amesbury/Boxford/Georgetown/Groveland/Newburyport/Haverhill/Merrimac/Salisbury/N. Andover/Methuen
283,MA,N/A,info@namiplymoutharea.org,(781) 934-5086,Abington/Carver/Duxbury/Halifax/Hanover/Hanson/Kingston/Marion/Marshfield/Pembroke/Plymouth/Plympton
284,MA,http://www.namisouthshore.org,namisouthshore@gmail.com,(737) 702-0434,South Shore
285,MA,http://www.namiwm.org,information@namiwm.org,(413) 786-9139,"Hampden, Hampshire & Franklin County"
286,MI,http://www.namimqt.com,ckbertucci58@charter.net,(906) 360-7107,Alger and Marquette Counties
287,MI,https://www.facebook.com/NAMICalhounCounty,ghaff99432@aol.com,(269) 962-1762,Calhoun County
288,MI,https://namidetroit.org/,namidetroit@gmail.com,(313) 576-6939,Detroit
289,MI,http://www.namigenesee.org,namigenesee@gmail.com,(810) 232-6498,Genesee County and surrounding area
290,MI,http://namigt.org,info@namigt.org,(231) 944-8448,Grand Traverse Area
291,MI,http://www.NAMILansing.org,info@namilansing.org,(517) 484-3404,"Clinton, Eaton, Ingham Counties"
292,MI,http://www.namilivingston.org,gail.davidson@comcast.net,(810) 231-6011,Livingston County MI
293,MI,http://www.namimetro.org,support@namimetro.org,(248) 773-2296,"Oakland, Wayne & Macomb Counties"
294,MI,http://namimidland.weebly.com/,namimidlandmi@gmail.com,(989) 948-3273,Midland County and surrounding area
295,MI,http://namikent.org,info@namiofkent.org,(616) 559-0045,Kent County
296,MI,http://www.namiswmich.org,info@namikzoo.org,(269) 806-0275,"Kalamazoo, Allegan, St. Joseph, Cass, Van Buren, and Berrien Counties"
297,MI,http://www.namiwc.org,office@namiwc.org,(734) 994-6611,Washtenaw County
298,MN,http://namianokacounty.org,affiliates@namimn.org,N/A,Anoka County
299,MN,N/A,namihelps@namimn.org,N/A,"Carver County, MN"
300,MN,http://www.namidakotacounty.org/,namidakotacounty@namimn.org,(952) 432-9278,Dakota County
301,MN,http://www.namiduluth.org,namiduluth@gmail.com,N/A,"Carlton County, Southern St. Louis County (Duluth & surrounding area) & Northwestern Wisconsin"
302,MN,N/A,namifreeborncounty@gmail.com,N/A,N/A
303,MN,http://www.namigrandrapidsmn.org/,gr.mn.nami@gmail.com,N/A,"Itasca County, MN"
304,MN,http://www.namihennepincounty.org,namihennepincounty@gmail.com,(612) 424-1823,"Hennepin County, MN"
305,MN,http://www.namiironrange.org,namihelps@namimn.org,N/A,N/A
306,MN,http://namimoorhead.weebly.com/,namimoorhead@namimn.org,(218) 443-5286,Clay & Wilkin Counties
307,MN,http://naminorthcentralregion.org,namihelps@namimn.org,N/A,"Aitkin, Cass, Crow Wing, Morrison, Todd & Wadena"
308,MN,https://www.facebook.com/NAMI-NorthwoodsBeltrami-902579149788019/,gymaakhus@gmail.com,(218) 214-1681,N/A
309,MN,N/A,proplock@federatedwildblue.com,N/A,"Jackson, Nobles, Rock and Cottonwood Counties"
310,MN,http://www.namiramseycounty.org/,namiramseycounty@namimn.org,N/A,"Ramsey County, MN"
311,MN,https://namiscottcounty.weebly.com/,namihelps@namimn.org,(612) 424-1823,"Scott County, MN"
312,MN,http://www.namisemn.org,nami-semn@namisemn.org,(507) 287-1692,Southeastern Minnesota
313,MN,http://www.namistcloud.com/,njohns1021@gmail.com,(320) 654-1259,"Stearns, Wright, Sherburne, Benton"
314,MN,http://www.namitricountymn.org/,N/A,(507) 451-0043,N/A
315,MN,N/A,N/A,(612) 424-1823,"Washington County, MN"
316,MN,N/A,N/A,(320) 235-3084,"Big Stone, Chippewa, Kandiyohi, Lac qui Parle & Swift Counties"
317,MN,http://www.winonanami.org/,helennewell.namiwinona@namimn.org,(507) 494-0905,"Winona County, MN"
318,MS,N/A,centralms@namims.org,(601) 899-9058,"Hinds, Rankin, Madison, Simpson, and Copiah Counties"
319,MS,N/A,shan.abbott@yahoo.com,(228) 313-9831,"Hancock, Harrison, Pearl River, Stone, George, and Jackson counties"
320,MS,N/A,fourriversms@namims.org,(601) 324-0246,N/A
321,MS,N/A,namimeridian@gmail.com,(601) 917-1474,N/A
322,MS,N/A,gaycken@bellsouth.net,(662) 234-9538,Oxford MS 38655 (Region 2)
323,MS,N/A,namipinebelt@gmail.com,(601) 899-9058,N/A
324,MS,N/A,namivicksburg@gmail.com,(601) 630-9470,Southwest MS area
325,MO,N/A,namiboonville@gmail.com,N/A,Cooper and Howard County
326,MO,https://www.facebook.com/NAMIColumbiaMO/,namicolumbiamo@gmail.com,N/A,"Columbia, MO and the surrounding area"
327,MO,https://namigreaterkc.org,info@namigreaterkc.org,(816) 226-6798,Greater Kansas City and the surrounding area in northwest Missouri
328,MO,N/A,namijcmo@gmail.com,(573) 634-7727,Jefferson City and surrounding area
329,MO,N/A,rbcadooley@hotmail.com,(417) 235-2609,"Jasper, Newton, Barton and McDonald Counties"
330,MO,https://www.facebook.com/LebanonNAMI,dcaffey@hotmail.com,(417) 718-1616,The City of Lebanon and Laclede County
331,MO,https://www.facebook.com/NAMI-Southeast-Missouri-634896699924514/,namisoutheastmo@gmail.com,N/A,N/A
332,MO,http://www.namiswmo.org,nami@namiswmo.org,(417) 864-7119,"City of Springfield, Greene County and surrounding rural areas in Southwest Missouri"
333,MO,http://www.namistl.org,info@namistl.org,(314) 962-4670,"St. Louis City; St. Louis, St. Charles, Franklin, Warren, Jefferson & Lincoln Counties"
334,MT,http://www.namibillings.org,info@namibillings.org,(406) 256-2001,Yellowstone County
335,MT,N/A,N/A,(406) 381-9884,N/A
336,MT,N/A,tompeluso@msn.com,N/A,N/A
337,MT,http://www.namimt.org,loweryeileen96@gmail.com,N/A,N/A
338,MT,http://www.namigreatfalls.org,dianstinger@gmail.com,N/A,N/A
339,MT,N/A,N/A,(406) 262-7653,N/A
340,MT,N/A,N/A,N/A,N/A
341,MT,https://namilewistown.wordpress.com,nami.lewistown@gmail.com,(406) 350-2004,Fergus Couty
342,MT,http://www.namimissoula.org,namimissoula@gmail.com,(406) 880-1013,Missoula County
343,NE,N/A,cmeadows@naminebraska.org,(402) 345-8101,"Adams, Blaine, Buffalo, Clay, Custer, Franklin, Furnas, Garfield, Greeley, Hall, Hamilton, Harlan, H"
344,NE,N/A,cmeadows@naminebraska.org,N/A,N/A
345,NE,http://www.namiomaha.org,namiomaha@gmail.com,(402) 345-8101,"Counties: Douglas, Sarpy, Cass, Dodge, Washington"
346,NV,http://www.naminorthernnevada.org,info@naminorthernnevada.org,(775) 433-1470,"Reno, Sparks, Washoe County"
347,NV,http://www.namisouthernnevada.org,info@namisouthernnevada.org,(702) 890-9729,Southern Nevada-Clark County
348,NV,http://namiwesternnevada.org,laura.namiwnv@gmail.com,(775) 350-7977,Rural and Frontier Nevada
349,NH,N/A,btnitchie@gmail.com,N/A,Greater Concord NH area
350,NH,N/A,info@naminh.org,(603) 225-5359,Manchester area
351,NH,N/A,spricestout@gmail.com,N/A,Keene/Peterborough area
352,NH,N/A,nashuanaminh@gmail.com,(603) 882-6771,Nashua area
353,NH,N/A,namiseacoast@gmail.com,(603) 502-6580,Seacoast Area
354,NH,N/A,kathyboisclair62@gmail.com,N/A,Rochester area
355,NH,N/A,dstamp4@comcast.net,(603) 863-2621,Lebanon area (NH and VT)
356,NJ,http://www.namiacm.org,nami1557@comcast.net,(609) 741-5125,Southern New Jersey
357,NJ,http://naminj.org/burlington,namiface@verizon.net,(856) 222-9400,Burlington County
358,NJ,https://www.facebook.com/NAMICamdenCounty/,namicamdencounty@gmail.com,(856) 308-6735,Camden County
359,NJ,N/A,N/A,N/A,N/A
360,NJ,N/A,naminjessexpassaic@gmail.com,(862) 297-0835,Essex County
361,NJ,https://sites.google.com/view/namigloucester,namigc@comcast.net,(856) 582-7461,N/A
362,NJ,http://www.namigreaterbergen.org,namibergennj@gmail.com,(201) 935-6264,Bergen County
363,NJ,http://www.namigm.org,namigreatermonmouth@gmail.com,(732) 462-6448,N/A
364,NJ,https://www.namihudsoncounty.org,namihudson@gmail.com,N/A,"Hudson County, NJ"
365,NJ,http://www.namihunterdon.org,info@namihunterdon.org,(908) 284-0500,"Hunterdon County, NJ"
366,NJ,http://www.namimercer.org,home@namimercer.org,(609) 799-8994,New Jersey Capital Area
367,NJ,http://namiofmiddlesex.org/,namiofmiddlesex@gmail.com,(732) 745-0709,"Middlesex County, NJ"
368,NJ,N/A,namimorriscounty@outlook.com,(973) 285-7578,Morris
369,NJ,N/A,N/A,N/A,N/A
370,NJ,N/A,info@namiocinc.org,(732) 244-4401,N/A
371,NJ,N/A,namisalemcountynj@gmail.com,N/A,Southern NJ
372,NJ,N/A,ms_sues_mail@yahoo.com,N/A,N/A
373,NJ,http://www.namisussex.org,admin@namisussex.org,N/A,Northwest New Jersey
374,NJ,http://www.naminj.org/support/affiliates/union/,namiunioncounty@yahoo.com,(908) 233-1628,"Union County, New Jersey"
375,NJ,http://www.namiwarren.org,namiwcnj@namiwarren.org,(980) 301-1030,"Serving all Towns & Townships in Warren County, NJ"
376,NM,http://www.namialbuquerque.org,namiabqoffice@gmail.com,(505) 256-0288,Bernalillo County and surrounding areas
377,NM,N/A,sanjuan@naminewmexico.org,(505) 398-1386,San Juan County
378,NM,http://www.namisantafe.org,info@namisantafe.org,(505) 395-6204,Santa Fe County
379,NM,http://www.nami-snm.org/,information@nami-snm.org,(575) 448-2774,Southern New Mexico
380,NY,http://www.namibuffalony.org,info@namibuffalony.org,(716) 226-6264,Western New York
381,NY,https://namicapitalregionny.org/,namicapitalregionny@gmail.com,(518) 588-6949,"Albany, Greene, Rensselaer and Saratoga Counties"
382,NY,https://namicayugacounty.org/,info@namicayugacounty.org,(315) 255-7443,Cayuga County
383,NY,http://nami-cv.org,info@nami-cv.org,(518) 561-2685,Clinton County
384,NY,http://www.namiccny.org,namiccny@gmail.com,(518) 336-0246,Columbia County
385,NY,N/A,namidelawareco@gmail.com,(607) 267-2335,Delaware & Otsego Counties
386,NY,http://www.namifingerlakes.org,namiflexec@namifingerlakes.org,(607) 288-2460,Cortland & Tompkins Counties
387,NY,http://www.nami-huntington.org,lansburyhunt@aol.com,(631) 988-7619,Suffolk County
388,NY,http://www.namimidhudson.org,contact@namimidhudson.org,(845) 206-9892,Dutchess & Ulster Counties
389,NY,https://www.facebook.com/namimontgomeryfultonhamiltoncounties,namimfh@gmail.com,(518) 843-3261,"Hamilton, Fulton & Montgomery Counties"
390,NY,http://www.naminycmetro.org,helpline@naminyc.org,(212) 684-3264,"Bronx County, Brooklyn, Kings County, Manhattan, New York County"
391,NY,https://namistatenisland.org,N/A,(718) 477-1700,Kings & Richmond Counties
392,NY,https://namiorangeny.org,info@namiorangeny.org,(845) 956-6264,Orange County
393,NY,http://www.namiputnam.org,namiputnam@gmail.com,(845) 363-1478,Putnam County
394,NY,http://www.namiqn.org,office@namiqn.org,(516) 326-0797,Nassau & Queens Counties
395,NY,http://www.namiroc.org,info@namirochester.org,(585) 423-1593,"Genesee, Monroe, Ontario and Wayne Counties"
396,NY,http://namirockland.org,info@namirockland.org,(845) 359-8787,Rockland County
397,NY,http://www.namischenectady.org,namischenectady@gmail.com,(518) 986-9114,Schenectady
398,NY,N/A,namiofsullivan@gmail.com,(845) 794-1029,Sullivan County
399,NY,http://www.namisyracuse.org,namisyracuse@namisyracuse.org,(315) 487-2085,"Madison, Onondoga & Oswego Counties"
400,NY,http://www.namiwestchester.org,info@namiwestchester.org,(914) 592-5458,Westchester County
401,NC,https://namiacr.org/,namialamancecaswellrockingham@gmail.com,(336) 437-0206,"Alamance, Caswell and Rockingham counties"
402,NC,N/A,N/A,(706) 970-9987,"Clay, Cherokee, Graham, Swain, Macon, Jackson"
403,NC,http://www.namicabarrus.org,N/A,(704) 486-0365,Cabarrus County
404,NC,http://www.namicharlotte.org,info@namicharlotte.org,(704) 333-8218,Mecklenburg
405,NC,N/A,namicumberland@gmail.com,(910) 223-5244,"Cumberland, Harnett, Lee counties"
406,NC,http://www.namidurhamnc.org,N/A,(919) 231-5016,Durham County
407,NC,http://www.namiguilford.org,madonna@namiguilford.org,N/A,Guilford County
408,NC,http://namihaywood.com,wloghouse@juno.com,(828) 779-1923,Haywood County
409,NC,https://namihighcountry.org,pres@namihighcountry.org,(828) 406-7669,"Ashe, Avery and Watauga counties"
410,NC,N/A,bdgaskins@bsu.edu,(252) 402-6445,"Beaufort County, NC"
411,NC,http://www.namijcnc.net,namijcnc@gmail.com,(919) 980-5277,"Johnston County, North Carolina"
412,NC,http://www.namilakenormaniredell.org,crystalhobbs72@gmail.com,(704) 236-2264,"Iredell and North Mecklenburg Counties (Statesville, Mooresville, Davidson, Cornelius, Huntersville)"
413,NC,http://www.nami-moorecounty.org,namimoorecounty@gmail.com,(910) 295-1053,Moore County; also serving Richmond and Scotland counties
414,NC,N/A,lwhealton@gmail.com,(336) 744-0370,"Forsyth, Davie and Stokes counties"
415,NC,http://NAMIorangenc.org,namioclistserv@gmail.com,(919) 929-7822,"Orange, Chatham, Person Counties"
416,NC,N/A,namipittco@gmail.com,(252) 902-6264,Pitt County and surrounding area
417,NC,N/A,namirowannc@gmail.com,(704) 637-6931,Rowan County
418,NC,N/A,namisouthmountainsnc@gmail.com,(828) 771-6305,Cleveland and Rutherford Counties
419,NC,N/A,namitransy@gmail.com,(828) 877-2806,Transylvania County
420,NC,https://www.facebook.com/NAMIUnionCo,info@namiunionnc.org,(800) 451-9682,Union County
421,NC,http://www.nami-wake.org,admin@nami-wake.org,(919) 848-4490,Wake County
422,NC,http://www.namiwnc.org,info@namiwnc.org,(828) 505-7353,"Buncombe, Madison, Mitchell, and Yancy counties"
423,NC,http://www.namiwilmington.org,namiwilm@gmail.com,N/A,Greater Wilmington area
424,ND,N/A,naminorthdakota@gmail.com,N/A,Fargo
425,ND,N/A,lois.namigf@gmail.com,(701) 746-5380,N/A
426,ND,N/A,N/A,N/A,N/A
427,ND,N/A,N/A,N/A,N/A
428,ND,N/A,N/A,N/A,N/A
429,ND,N/A,N/A,N/A,N/A
430,OH,N/A,mullenhour@twc.com,(419) 692-2480,"Allen, Auglaize and Hardin Counties Ohio"
431,OH,N/A,ashtabulanami@gmail.com,(440) 606-6264,Ashtabula County
432,OH,http://www.namiathensohio.org,info@namiathensohio.org,(740) 593-7424,N/A
433,OH,N/A,bcnami@bcmhas.org,(513) 436-0010,Brown County Ohio
434,OH,http://www.nami-bc.org,info@nami-bc.org,(513) 860-8386,Butler County and surrounding areas
435,OH,http://www.namicgm.org,erica@namicgm.org,(937) 322-5600,"Clark, Greene and Madison Counties - Ohio"
436,OH,N/A,mwaybright@ccmhrsb.org,(330) 424-0195,Columbiana County
437,OH,N/A,N/A,(937) 335-7727,"Darke, Miami, and Shelby counties"
438,OH,http://NotAloneOhio.org,info@notaloneohio.org,(740) 815-1767,Delaware and Morrow Counties Ohio
439,OH,N/A,thejustsethfoundation@gmail.com,(419) 515-6930,Erie & Ottawa Counties
440,OH,N/A,mconrad92@gmail.com,(740) 243-4933,N/A
441,OH,http://www.namifourcounty.org,wendy@namifourcounty.org,(419) 405-3651,"Northwest Ohio counties of Defiance, Fulton, Henry and Williams (also Paulding)"
442,OH,http://www.namifranklincounty.org,mail@namifc.org,(614) 501-6264,Columbus and surrounding areas
443,OH,http://www.namigeauga.org,admin@namigeauga.org,(440) 286-6264,Geauga County Ohio
444,OH,http://www.namigreatercleveland.org,helpline@namigreatercleveland.org,(216) 875-7776,Cuyahoga County
445,OH,http://www.namitoledo.org,mfinch@namitoledo.org,(419) 243-1119,Toledo and surrounding Lucas County areas
446,OH,http://www.namihancockcounty.org,eric@namihancockcounty.org,N/A,Hancock County
447,OH,N/A,kevincmount@gmail.com,(419) 677-0714,Huron County
448,OH,https://namiknoxohio.com/,namiklcohio@embarqmail.com,(740) 397-3088,Knox and Licking Counties
449,OH,http://www.namilakecountyohio.org,katie@namilake.org,(440) 639-1200,Lake County Ohio
450,OH,N/A,petefloyd.nami.lc@gmail.com,(937) 750-1702,N/A
451,OH,http://www.nami-lc.org,office@nami-lc.org,(440) 240-8477,N/A
452,OH,http://www.namimahoningvalley.org,info@namimahoningvalley.org,(330) 727-9268,Mahoning and Trumbull Counties
453,OH,http://NAMImcc.org,namimarioncrawfordoh@gmail.com,(740) 375-0796,"Marion & Crawford Counties, Ohio"
454,OH,http://www.namimedinacounty.org,medinanami@gmail.com,(330) 225-6448,Medina County
455,OH,http://www.nami-mc.org,linda@nami-mc.org,(937) 299-3667,Montgomery County Ohio
456,OH,http://www.namiportagecounty.org,info@namiportagecounty.org,(570) 801-0516,"Portage County, Kent, Aurora, Ravenna, Streetsboro, Hiram, and Mantua"
457,OH,http://www.namirc.org,families@namirc.org,(419) 522-6264,N/A
458,OH,http://www.namissw.org,information@namissw.org,(419) 334-8021,N/A
459,OH,N/A,namisixcounty@gmail.com,(740) 647-9617,"Serves Coshocton, Guernsey, Morgan, Muskingum, Noble and Perry Counties"
460,OH,http://www.namisouthernohio.org,info@namisouthernohio.org,(740) 851-4242,"Five Counties: Fayette, Highland, Pickaway, Pike, and Ross"
461,OH,http://namiswoh.org,info@namiswoh.org,(513) 351-3500,"Hamilton, Clermont, Warren and Clinton Counties (OH)"
462,OH,http://www.namistarkcounty.org,namistark@namistarkcounty.org,(330) 455-6264,Stark County
463,OH,http://www.namisummit.org,info@namisummit.org,(330) 252-1188,"Summit County, OH; Akron, Cuyahoga Falls, Barberton, Stow, Hudson, Green, Fairlawn, Norton"
464,OH,http://www.nami.org/sites/tusc-carroll,namituscarawascarroll@gmail.com,(330) 440-4742,N/A
465,OH,N/A,marysvillerunyans@gmail.com,(937) 243-2242,Union County area
466,OH,http://www.ugcnomi.org,nami@ugcnomi.org,(513) 238-7788,Urban Greater Cincinnati
467,OH,https://www.facebook.com/NAMI-Washington-County-Ohio-1183168575051185/,gabbymel@att.net,(740) 374-6990,Washington County
468,OH,http://www.namiwayneholmes.org,info@namiwayneholmes.org,(330) 264-1590,"Wayne and Holmes Counties, Ohio"
469,OH,http://www.namiwoodcounty.org,info@namiwoodcounty.org,(419) 352-0626,Wood County
470,OK,N/A,N/A,(405) 201-7368,"Kingfisher, Canadian, and Grady Counties"
471,OK,N/A,naminormanok@gmail.com,(405) 408-0984,N/A
472,OK,http://www.namigreaterokc.org,edmond.nami@gmail.com,(405) 408-0886,Edmond and North OKC
473,OK,N/A,harrygatewood@gmail.com,(918) 682-8407,Three Rivers region
474,OK,N/A,jackie.dahlgren@outlook.com,N/A,N/A
475,OK,N/A,N/A,(580) 583-8126,"Stephens, Jackson, Comanche, Cotton, Tillman, Jefferson, Kiowa, and Caddo"
476,OK,http://namitulsa.org,nami-tulsa@sbcglobal.net,(918) 587-6264,Tulsa and surrounding area
477,OK,https://www.facebook.com/NAMIWashingtonCoOK,N/A,(9183378) 080-2202,Washington and Nowata Counties
478,OR,http://namicc.org/,info@namicc.org,(503) 344-5050,"Clackamas County, Oregon"
479,OR,N/A,namiclatsop@gmail.com,(503) 468-7797,"Clatsop County, Oregon"
480,OR,N/A,namioregon@namior.org,N/A,"Columbia County, Oregon"
481,OR,N/A,N/A,N/A,N/A
482,OR,N/A,darr.brooks@gmail.com,(541) 673-3045,"Douglas County, Oregon"
483,OR,http://www.namilane.org,resourcecenter@namilane.org,(541) 343-7688,"Lane County, Oregon"
484,OR,https://namimarionpolk.org/,info@namimarionpolk.org,(971) 208-3478,"Marion and Polk Counties, Oregon"
485,OR,http://namimidvalley.org/,president@namimidvalley.org,(541) 745-2064,Linn & Benton Counties
486,OR,http://namimultnomah.org,info@namimultnomah.org,(503) 228-5692,"Multnomah County, Oregon"
487,OR,http://www.namicentraloregon.org,info@namicentraloregon.org,(541) 316-0167,"Crook, Jefferson, and Deschutes counties"
488,OR,N/A,N/A,(541) 562-5465,"Union, Umatilla, Malheur, Morrow, Wallowa, and Baker Counties"
489,OR,N/A,N/A,(541) 885-4909,"Klamath County, Oregon"
490,OR,http://www.namisouthernoregon.org,info@namisouthernoregon.org,(541) 774-7872,"Josephine and Jackson Counties, Oregon"
491,OR,http://www.washconami.org,nami@washconami.org,(503) 356-6835,N/A
492,OR,N/A,schulmanrob@yahoo.com,(503) 434-6350,"Yamhill County, Oregon"
493,PA,http://namibeavercounty.org/,rmattia@namibeavercounty.org,(724) 888-6877,Beaver County PA
494,PA,http://namiberkspa.org,berksnami@gmail.com,(610) 685-3000,"Berks County, Pennsylvania"
495,PA,https://www.namiblaircountypa.org,office.blairnami@gmail.com,(814) 327-7083,"Blair County, PA"
496,PA,N/A,N/A,(570) 415-0100,Bradford County
497,PA,http://www.namibuckspa.org,info@namibuckspa.org,(866) 399-6264,"Bucks County, PA"
498,PA,https://namibutler.org,info@namibutler.org,(724) 431-0069,Butler/Clarion County
499,PA,http://www.namicppa.org,nami.cp.pa@gmail.com,(717) 620-9580,Cumberland and Perry Counties
500,PA,http://nami-dauphincounty.org,info@nami-dauphincounty.org,(717) 233-1164,Dauphin County
501,PA,http://namipadelco.org,shirleyg@namipadelco.org,(610) 623-0071,Delaware County PA
502,PA,http://www.namierie.org,info@namierie.org,(814) 456-1773,"Erie County, Pennsylvania"
503,PA,N/A,N/A,(717) 871-6205,Lancaster County area
504,PA,http://namiluzernewyomingcounties.org/,namiluzernewyomingcounty@gmail.com,(570) 371-3844,Luzerne/Wyoming Counties
505,PA,http://www.NAMIMainLinePA.org,info@namimainlinepa.org,(267) 251-6240,Delaware/Montgomery Counties and surrounding areas
506,PA,N/A,N/A,(724) 981-6193 (196),Western PA
507,PA,http://www.namimontcopa.org,office@namimontcopa.org,(215) 361-7784,Montgomery County and surrounding areas
508,PA,http://www.namincpa.org,nami.ncpa@gmail.com,(570) 326-7895,North Central Pennsylvania
509,PA,http://www.namikeystonepa.org,info@namikeystonepa.org,(412) 366-3788,North Hills Pittsburgh
510,PA,http://www.naminepa.org,info@naminepa.org,(570) 342-1047,"Lackawanna, Susquehanna, and Wayne Counties"
511,PA,N/A,info@namikeystonepa.org,(717) 238-1514,N/A
512,PA,N/A,namicentrepa@gmail.com,(814) 880-8267,N/A
513,PA,N/A,info@namikeystonepa.org,N/A,"Chester County, Pennsylvania"
514,PA,N/A,N/A,N/A,N/A
515,PA,N/A,amarcum@chapsinc.org,(814) 807-9472,All of Crawford County and Venango Township
516,PA,http://www.namiswpa.org,info@namiswpa.org,N/A,Fayette County
517,PA,http://www.nami-lv.org,info@nami-lv.org,(610) 882-2102,Northampton and Lehigh Counties
518,PA,http://www.namikeystonepa.org,info@namikeystonepa.org,(412) 527-6600,McKeesport
519,PA,http://www.namikeystonepa.org,N/A,(724) 872-2186,"Greensburg, Monessen, Irwin"
520,PA,N/A,nami.south@gmail.com,(412) 366-3788,South Hills Pittsburgh
521,PA,http://www.namikeystonepa.org,gleason07@comcast.net,(724) 416-7574,Washington County
522,PA,http://www.namikeystonepa.org,maryjoburkholder@gmail.com,N/A,"Pennsylvania, Ohio, New York"
523,PA,http://www.namiswpa.org,info@namiswpa.org,(412) 366-3788,Oakland Pittsburgh
524,PA,http://www.namiphilly.org,carlyhester@namiphilly.org,(267) 687-4381,Philadelphia
525,PA,http://www.namikeystonepa.org,mimschwartz1@gmail.com,(412) 421-3656,Pittsburgh - East Suburbs
526,PA,N/A,namischuylkillcopa@mail.com,(570) 527-0002,Schuylkill Haven
527,PA,http://www.namiyorkadams.org,info@namiyorkadams.org,(717) 848-3784,York & Adams Counties
528,RI,http://blockislandmentalhealth.org/,bijim@verizon.net,N/A,N/A
529,RI,http://www.namirhodeisland.org,beth@namirhodeisland.org,(401) 331-3060,"East Bay, Rhode Island"
530,RI,http://www.namirhodeisland.org,beth@namirhodeisland.org,(401) 331-3060,Kent County and vicinity
531,RI,http://www.namirhodeisland.org,beth@namirhodeisland.org,(401) 331-3060,Newport County and vicinity
532,RI,http://www.namirhodeisland.org,beth@namirhodeisland.org,(401) 331-3060,Providence and Vicinity
533,RI,http://www.namirhodeisland.org,beth@namirhodeisland.org,(401) 331-3060,Washington County and vicinity
534,SC,http://www.namiaop.org,michelleready@hotmail.com,(864) 882-5131,Anderson-Oconee-Pickens Counties
535,SC,http://www.namicharlestonarea.org,info@namicharlestonarea.org,(843) 284-3091,"Charleston, Berkeley, Dorchester, Georgetown, and Horry Counties"
536,SC,http://www.namigreenvillesc.org,info@namigreenvillesc.org,(864) 331-3300,"Greenville County, SC"
537,SC,N/A,lnlgraham@toast.net,(803) 424-1002,N/A
538,SC,http://www.namilowcountry.org,nami@namilowcountry.org,(843) 636-3100,"Beaufort and Surrounding Counties, SC"
539,SC,http://www.namimid-carolina.org,info@namimid-carolina.org,(803) 206-2916,N/A
540,SC,N/A,namipeedee@gmail.com,N/A,Florence and Darlington Counties
541,SC,http://www.namipiedmont.org,info@namipiedmont.org,(803) 610-8174,"Chester, Lancaster and York Counties"
542,SC,http://www.namispartanburgsc.org,office@namispartanburgsc.org,(864) 406-8126,"Spartanburg, Cherokee, and Union Counties"
543,SC,N/A,N/A,N/A,N/A
544,SD,N/A,snelson@namisouthdakota.org,(605) 271-1871,N/A
545,SD,N/A,N/A,(605) 692-8948,N/A
546,SD,N/A,ljknoke@hur.midco.net,(605) 350-2320,N/A
547,SD,N/A,snelson@namisouthdakota.org,(605) 222-3874,N/A
548,SD,N/A,rapidcitynami@gmail.com,(605) 271-1871,N/A
549,SD,N/A,snelson@namisouthdakota.org,(605) 886-7799,N/A
550,TN,http://www.namichattanooga.org,namichattanooga@gmail.com,(423) 521-2590,Hamilton County
551,TN,N/A,namiclarksville@namitn.org,N/A,Clarksville-Montgomery County
552,TN,https://www.facebook.com/NAMICoffee.TN/,namicoffee@namitn.org,(931) 952-6871,Coffee and surrounding counties
553,TN,N/A,namicookeville@namitn.org,(931) 261-9568,Putman County
554,TN,https://namidavidson.org,rnobling@namidavidson.org,(615) 891-4724,"Greater Nashvillle, TN"
555,TN,N/A,namidicksoncounty@gmail.com,(615) 326-9545,Dickson County
556,TN,https://www.facebook.com/namidyersburg,namidyersburg@namitn.org,(731) 325-7559,"Newbern, Dyersburg, and Northwest, TN"
557,TN,N/A,namigreene31@gmail.com,(423) 552-2386,"Greeneville, Greene County and surrounding counties"
